b,c,d,e,f,g,h,i,j,k,l,m,n,q,r,s,x,y,z,aa,bb,cc,dd,att
udp,192.168.100.147,39033,8.8.8.8,53,2,172,CON,1526964238.021694,23395,0.007156999999999998,0.007156999999999998,0.0,0.007156999999999998,0.007156999999999998,0.007156999999999998,1,1,86,86,139.72335800000002,0.0,0.0,0
udp,192.168.100.149,47233,192.168.100.3,80,23,1380,INT,1528085762.3030946,7615,21.447763000000002,4.637508,0.461344,18.550032,3.8386690000000003,4.917142,23,0,1380,0,1.0257479999999999,1.0257479999999999,0.0,1
udp,192.168.100.149,7906,192.168.100.7,80,9,540,INT,1528086700.668189,184144,36.211494,1.716993,1.8465799999999999,10.301958,0.0,4.5729370000000005,9,0,540,0,0.22092399999999998,0.22092399999999998,0.0,1
udp,192.168.100.7,51063,192.168.159.152,53,2,172,INT,1526981183.201325,38197,5.045762,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.198186,0.198186,0.0,0
tcp,192.168.100.148,13261.0,192.168.100.5,80.0,3,368,RST,1528083022.228961,221693,20.818153,0.053273,0.053273,0.106547,0.0,0.106547,2,1,308,60,0.09607,0.048035,0.0,1
udp,192.168.100.3,50812.0,192.36.148.17,53.0,2,1290,CON,1526899762.518675,280300,0.058041999999999996,0.058041999999999996,0.0,0.058041999999999996,0.058041999999999996,0.058041999999999996,1,1,81,1209,17.228903,0.0,0.0,0
udp,192.168.100.46,3456,192.168.100.5,80,72314,73118507,CON,1526883776.32078,3,1722.0596920000007,4.944145,0.19525,1705.730103,1.32728,4.9999980000000015,36157,36157,36873282,36245225,41.992157,20.995789000000002,20.995789000000002,0
tcp,192.168.100.150,43334,192.168.100.7,80,3,462,REQ,1528083840.237786,27154,9.848662,2.477415,2.477415,4.95483,0.0,4.95483,3,0,462,0,0.203073,0.203073,0.0,1
arp,192.168.100.150,0,192.168.100.1,0,6,360,CON,1526898486.879601,214,774.400879,0.00010700000000000001,8e-06,0.000321,9.6e-05,0.00011599999999999999,3,3,180,180,0.006456999999999999,0.002583,0.002583,0
udp,192.168.100.150,27036.0,192.168.100.6,80.0,6,360,INT,1528086562.390496,232796,22.501013,4.520698,0.502775,13.562092999999999,3.8117650000000003,4.922429,6,0,360,0,0.222212,0.222212,0.0,1
udp,192.168.100.7,33572,192.168.159.152,53,2,176,INT,1526962673.1571481,19221,5.046245,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198167,0.198167,0.0,0
udp,192.168.100.148,6786,192.168.100.6,80,7,420,INT,1528085399.93279,153288,20.885103,2.612257,1.510227,10.449027000000001,0.0,3.610182,7,0,420,0,0.287286,0.287286,0.0,1
tcp,192.168.100.149,8913.0,192.168.100.7,80.0,4,616,REQ,1528097930.24802,168271,12.745147,3.710007,0.9948809999999999,7.420014,2.7151259999999997,4.7048879999999995,4,0,616,0,0.235384,0.235384,0.0,1
udp,192.168.100.147,39680,192.168.100.7,80,2,120,INT,1528101604.015545,202638,2.779417,2.779417,0.0,2.779417,2.779417,2.779417,2,0,120,0,0.359788,0.359788,0.0,1
udp,192.168.100.46,80.0,192.168.100.5,80.0,1605,1538978,INT,1528096946.5384526,605,21.118988,4.213889,1.557189,21.069447,1.09952,4.999722,1605,0,1538978,0,75.95060699999998,75.95060699999998,0.0,0
udp,192.168.100.3,58100,192.35.51.30,53,2,936,CON,1526352073.449486,5663,0.166068,0.166068,0.0,0.166068,0.166068,0.166068,1,1,91,845,6.02163,0.0,0.0,0
udp,192.168.100.147,34680,192.168.100.7,80,4,240,INT,1528085142.0408368,250661,13.569507000000002,0.450776,0.637493,1.352328,0.0,1.352328,4,0,240,0,0.221084,0.221084,0.0,1
udp,192.168.100.7,42985,192.168.159.152,53,2,176,INT,1526894887.293005,38359,5.047927,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198101,0.198101,0.0,0
udp,192.168.100.147,49827.0,8.8.8.8,53.0,2,172,CON,1526967596.371323,293722,0.007338,0.007338,0.0,0.007338,0.007338,0.007338,1,1,86,86,136.276917,0.0,0.0,0
udp,192.168.100.147,54993.0,224.0.0.251,5353.0,1,60,INT,1526967562.457415,292378,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,0
tcp,192.168.100.148,57741.0,192.168.100.3,80.0,11,1130,RST,1528095853.248335,94938,24.758264999999998,0.138543,0.113277,0.692713,0.0,0.23917,8,3,950,180,0.403906,0.28273400000000004,0.1059,1
tcp,192.168.100.6,80.0,192.168.100.3,80.0,423,125208,CON,1528099494.2313778,2828,17.860395,4.436882,0.9323959999999999,17.747529999999994,2.821926,4.976945,423,0,125208,0,23.627697,23.627697,0.0,0
udp,192.168.100.148,29444,192.168.100.6,80,8,480,INT,1528101012.278556,86408,112.069244,0.0,0.0,0.0,0.0,0.0,8,0,480,0,0.062461,0.062461,0.0,1
tcp,192.168.100.150,29183.0,192.168.100.6,80.0,5,676,RST,1528097119.8253222,54804,52.017399,0.009872,0.017098,0.039487,0.0,0.039487,4,1,616,60,0.07689700000000001,0.057717,0.0,1
udp,192.168.100.149,43494,192.168.100.5,80,4,240,INT,1528100017.844269,419731,27.193686,0.0,0.0,0.0,0.0,0.0,4,0,240,0,0.11032,0.11032,0.0,1
udp,192.168.100.150,44475,192.168.100.5,80,7,420,INT,1528085761.602631,7690,20.746836,2.585225,1.492661,10.340899,0.0,3.471391000000001,7,0,420,0,0.28920100000000004,0.28920100000000004,0.0,1
udp,192.168.100.149,46548,224.0.0.251,5353,1,83,INT,1526355466.5897481,7074,0.0,0.0,0.0,0.0,0.0,0.0,1,0,83,0,0.0,0.0,0.0,0
udp,192.168.100.46,3456.0,192.168.100.5,80.0,2576,2500372,CON,1528095825.077659,657,46.369011,4.588415,1.164269,45.884151,1.096074,4.994608,1291,1285,1233008,1267364,55.53278,27.820304999999998,27.690908,0
tcp,192.168.100.147,19356.0,192.168.100.5,80.0,4,522,RST,1528096986.5924141,87153,8.360139,4.1800690000000005,0.21396199999999999,8.360139,3.96611,4.394029,3,1,462,60,0.358846,0.23923000000000005,0.0,1
tcp,192.168.100.149,8875.0,192.168.100.7,80.0,4,616,REQ,1528097930.23633,168251,12.733504,3.69875,0.9945719999999999,7.3975,2.7041779999999997,4.693322,4,0,616,0,0.23559899999999998,0.23559899999999998,0.0,1
tcp,192.168.100.147,41527.0,192.168.100.7,80.0,5,770,REQ,1528097760.245786,3466,9.397697,3.406446,0.8181430000000001,6.812892,2.588303,4.224589,5,0,770,0,0.42563599999999996,0.42563599999999996,0.0,1
udp,192.168.100.6,61836,192.168.100.1,53,2,258,CON,1529381377.624718,190,0.009442,0.009442,0.0,0.009442,0.009442,0.009442,1,1,76,182,105.90976699999999,0.0,0.0,0
tcp,192.168.100.149,14628.0,192.168.100.3,80.0,4,616,REQ,1528095976.916561,46394,19.193876,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.1563,0.1563,0.0,1
tcp,192.168.100.149,8876.0,192.168.100.7,80.0,4,616,REQ,1528097930.236365,168316,12.733413,3.698665,0.9945879999999999,7.397328999999999,2.7040759999999997,4.6932529999999995,4,0,616,0,0.2356010000000001,0.2356010000000001,0.0,1
tcp,192.168.100.147,19358.0,192.168.100.5,80.0,4,522,RST,1528096986.5924768,87167,8.360113,4.180057,0.21396300000000001,8.360113,3.9660910000000014,4.3940220000000005,3,1,462,60,0.35884699999999997,0.239231,0.0,1
udp,192.168.100.7,41471,192.168.159.152,53,2,176,INT,1526963089.3070881,34078,5.042301999999999,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198322,0.198322,0.0,0
udp,192.168.100.149,11754,192.168.100.7,80,4,240,INT,1528101335.584047,299951,31.835482,0.0,0.0,0.0,0.0,0.0,4,0,240,0,0.094234,0.094234,0.0,1
udp,192.168.100.7,59226,192.168.159.152,53,2,176,INT,1526980676.3008401,19761,5.04439,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.19824,0.19824,0.0,0
udp,192.168.100.147,54781,8.8.8.8,53,2,340,CON,1526962511.217453,1765,0.181543,0.181543,0.0,0.181543,0.181543,0.181543,1,1,81,259,5.508337,0.0,0.0,0
udp,192.168.100.148,51944,8.8.8.8,53,2,172,CON,1526962942.108948,19803,0.007055,0.007055,0.0,0.007055,0.007055,0.007055,1,1,86,86,141.743439,0.0,0.0,0
tcp,192.168.100.147,19357.0,192.168.100.5,80.0,4,522,RST,1528096986.592415,87154,8.360139,4.1800690000000005,0.21396300000000001,8.360139,3.9661089999999994,4.39403,3,1,462,60,0.358846,0.23923000000000005,0.0,1
udp,192.168.100.7,56914,192.168.159.152,53,2,176,INT,1526965202.6877642,36524,5.047857,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198104,0.198104,0.0,0
udp,192.168.100.149,1504,192.168.100.7,80,7,420,INT,1528086840.060649,135499,35.909442999999996,1.877543,2.300141,9.387714,0.0,4.778974,7,0,420,0,0.16708699999999999,0.16708699999999999,0.0,1
udp,192.168.100.3,60305.0,199.7.83.42,53.0,2,1401,CON,1528082770.498504,252033,0.018261000000000003,0.018261000000000003,0.0,0.018261000000000003,0.018261000000000003,0.018261000000000003,1,1,70,1331,54.761513,0.0,0.0,0
tcp,192.168.100.149,53247.0,192.168.100.5,80.0,3,462,REQ,1528096685.716823,233088,10.195799000000001,2.152717,2.152717,4.305434,0.0,4.305434,3,0,462,0,0.196159,0.196159,0.0,1
tcp,192.168.100.150,30004.0,192.168.100.7,80.0,4,616,REQ,1528083673.6676269,75798,50.606937,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.059279999999999985,0.059279999999999985,0.0,1
udp,192.168.100.7,47682,192.168.159.152,53,2,176,INT,1526981351.919154,38345,5.04783,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198105,0.198105,0.0,0
tcp,192.168.100.5,0,192.168.100.3,0,1680,1193560,CON,1528086875.132621,1288,35.052464,4.371404,1.640924,34.971233000000005,0.029931,4.99405,1680,0,1193560,0,47.899628,47.899628,0.0,0
udp,192.168.100.149,43463,192.168.100.5,80,4,240,INT,1528100017.825768,419700,27.1752,0.0,0.0,0.0,0.0,0.0,4,0,240,0,0.11039500000000001,0.11039500000000001,0.0,1
tcp,192.168.100.6,80.0,192.168.100.3,80.0,1706,504976,CON,1528081458.195007,741,63.437416000000006,4.843033,0.48802700000000004,62.95942700000001,3.152932,4.999201,1706,0,504976,0,26.87688300000001,26.87688300000001,0.0,0
udp,192.168.100.150,27040.0,192.168.100.6,80.0,6,360,INT,1528086562.3904982,232800,22.486079999999998,4.520636,0.501942,13.561907000000001,3.8117650000000003,4.907498,6,0,360,0,0.22236,0.22236,0.0,1
udp,192.168.100.46,3456,192.168.100.5,80,5655,5498457,CON,1528087328.3256881,769,37.307083,4.652408,0.901641,37.219260999999996,2.266902,4.999607,2828,2827,2684814,2813643,151.55299399999996,75.77649699999998,75.749687,0
tcp,192.168.100.149,36864.0,192.168.100.5,80.0,2,308,REQ,1528096771.916875,184370,4.303908,4.303908,0.0,4.303908,4.303908,4.303908,2,0,308,0,0.23234699999999997,0.23234699999999997,0.0,1
udp,192.168.100.3,20980,192.33.14.30,53,2,937,CON,1526955419.8188071,4972,0.011009999999999999,0.011009999999999999,0.0,0.011009999999999999,0.011009999999999999,0.011009999999999999,1,1,91,846,90.826523,0.0,0.0,0
udp,192.168.100.150,31890.0,192.168.100.3,80.0,6,360,INT,1528099855.80849,254808,11.471927,4.592156,0.010286,9.184313000000001,4.581764,4.6025480000000005,6,0,360,0,0.43584700000000004,0.43584700000000004,0.0,1
tcp,192.168.100.150,43362,192.168.100.7,80,3,462,REQ,1528083840.240742,27200,9.851546,2.4793279999999998,2.4793279999999998,4.9586559999999995,0.0,4.9586559999999995,3,0,462,0,0.203014,0.203014,0.0,1
tcp,192.168.100.6,80.0,192.168.100.3,80.0,1585,469160,CON,1528082328.925421,2,58.738712,4.855588,0.412137,58.267056000000004,3.4894879999999997,4.999144,1585,0,469160,0,26.96688300000001,26.96688300000001,0.0,0
udp,192.168.100.149,41783,192.168.100.3,80,11,660,INT,1528099722.934408,90054,16.315617,4.450772,0.024888,13.352317000000001,4.428069,4.485462,11,0,660,0,0.6129100000000001,0.6129100000000001,0.0,1
udp,192.168.100.148,45806,192.168.100.3,80,24,1440,INT,1528086949.912901,95897,24.200602,3.8193919999999997,0.842249,19.096957999999997,2.523152,4.604805000000002,24,0,1440,0,0.95039,0.95039,0.0,1
tcp,192.168.100.150,29385.0,192.168.100.5,80.0,3,462,REQ,1528096468.9489439,68184,14.380065,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.13908099999999998,0.13908099999999998,0.0,1
udp,192.168.100.149,11803,192.168.100.7,80,4,240,INT,1528101335.5840714,300000,31.83548,0.0,0.0,0.0,0.0,0.0,4,0,240,0,0.094234,0.094234,0.0,1
tcp,192.168.100.147,24804.0,192.168.100.5,80.0,8,1232,REQ,1528096615.8491929,19550,24.310392,3.108714,1.954521,12.434857000000001,0.0,4.942253,8,0,1232,0,0.287943,0.287943,0.0,1
tcp,192.168.100.149,53176.0,192.168.100.5,80.0,3,462,REQ,1528096685.70211,233054,10.181115,2.152715,2.152715,4.30543,0.0,4.30543,3,0,462,0,0.196442,0.196442,0.0,1
tcp,192.168.100.3,41307,52.64.239.193,8883,36,15308,CON,1528100325.162055,143338,43.855145,2.939834,1.568327,26.45850900000001,0.006013,3.841705,18,18,14120,1188,0.798082,0.38764,0.38764,0
udp,192.168.100.147,51850,8.8.8.8,53,2,340,CON,1526980511.231083,2352,0.196372,0.196372,0.0,0.196372,0.196372,0.196372,1,1,81,259,5.092376,0.0,0.0,0
udp,192.168.100.149,7957,192.168.100.7,80,9,540,INT,1528086700.68661,184195,36.229893,1.716994,1.846584,10.301962,0.0,4.572954,9,0,540,0,0.22081199999999998,0.22081199999999998,0.0,1
udp,192.168.100.3,53572,205.251.195.97,53,2,323,CON,1528100213.52869,262169,0.237379,0.237379,0.0,0.237379,0.237379,0.237379,1,1,93,230,4.2126730000000014,0.0,0.0,0
udp,192.168.100.149,31183,192.168.100.5,80,8,480,INT,1528085042.418645,37134,24.847775,3.3979589999999997,0.154034,13.591835000000001,3.243725,3.64645,8,0,480,0,0.281715,0.281715,0.0,1
tcp,192.168.100.147,31798,192.168.100.7,80,5,770,REQ,1528098023.092246,119680,20.429707999999998,0.75529,1.308201,3.021161,0.0,3.021161,5,0,770,0,0.195793,0.195793,0.0,1
udp,192.168.100.46,80,192.168.100.5,80,1946,1865670,INT,1528085466.941403,1312,24.355808,4.85968,0.26609099999999997,24.298399,4.327583,4.9974620000000005,1946,0,1865670,0,79.85775,79.85775,0.0,0
tcp,192.168.100.150,31776.0,192.168.100.3,80.0,3,274,RST,1528095725.772901,143655,0.238015,0.238015,0.0,0.238015,0.238015,0.238015,2,1,214,60,8.402832,4.201416,0.0,1
tcp,192.168.100.5,0.0,192.168.100.3,0.0,2876,2044098,CON,1528082033.600523,354,59.93091999999999,4.973445,0.045417,59.681339,4.826711,4.999882,2876,0,2044098,0,47.971897,47.971897,0.0,0
udp,192.168.100.149,10245.0,192.168.100.5,80.0,3,180,INT,1528100519.5547712,11559,14.197505,2.241839,2.241839,4.483678,0.0,4.483678,3,0,180,0,0.14087,0.14087,0.0,1
tcp,192.168.100.147,31857,192.168.100.7,80,5,770,REQ,1528098023.092193,119711,20.429623,0.7570899999999999,1.311318,3.028359,0.0,3.028359,5,0,770,0,0.195794,0.195794,0.0,1
udp,192.168.100.149,44226,192.168.100.7,80,1,60,INT,1528101601.237967,202679,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,1
tcp,192.168.100.3,55107.0,54.230.135.133,443.0,18,6276,CON,1528081403.503617,115451,0.082504,0.082504,0.0,0.082504,0.082504,0.082504,8,10,1354,4922,206.05062900000001,84.844376,109.085625,0
udp,192.168.100.149,11791,192.168.100.7,80,4,240,INT,1528101335.584066,299988,31.83548,0.0,0.0,0.0,0.0,0.0,4,0,240,0,0.094234,0.094234,0.0,1
tcp,192.168.100.3,58810,172.217.25.170,443,154,134888,FIN,1526948298.338805,8107,170.305344,0.041636,0.03268,0.166546,0.005799,0.09275599999999999,54,100,5175,129713,0.898386,0.311206,0.581309,0
udp,192.168.100.7,33488,192.168.159.152,53,2,176,INT,1526963532.435776,55450,5.045508,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198196,0.198196,0.0,0
tcp,192.168.100.150,29215.0,192.168.100.6,80.0,5,676,RST,1528097119.825218,54756,52.029095,0.012804,0.022177000000000002,0.051215,0.0,0.051215,4,1,616,60,0.07687999999999999,0.057717,0.0,1
tcp,192.168.100.148,40354.0,192.168.100.3,80.0,2,308,REQ,1528095735.071826,143610,9.549299000000001,0.0,0.0,0.0,0.0,0.0,2,0,308,0,0.10472000000000001,0.10472000000000001,0.0,1
udp,192.168.100.148,47117,192.168.100.7,80,2,120,INT,1528086077.182916,123780,4.5195,4.5195,0.0,4.5195,4.5195,4.5195,2,0,120,0,0.22126300000000002,0.22126300000000002,0.0,1
tcp,192.168.100.46,80.0,192.168.100.5,80.0,1697,1590801,CON,1528085884.255722,248,21.329845000000002,4.255815,1.478967,21.279072,1.297885,4.999272,1697,0,1590801,0,79.513,79.513,0.0,0
udp,192.168.100.7,138.0,192.168.100.255,138,4,1086,INT,1526883151.2324538,1586,728.38385,8.499999999999999e-05,7.4e-05,0.00016999999999999999,1.1e-05,0.00015900000000000002,4,0,1086,0,0.004118999999999999,0.004118999999999999,0.0,0
tcp,192.168.100.150,29952.0,192.168.100.7,80.0,4,616,REQ,1528083673.6675868,75772,50.606922,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.059279999999999985,0.059279999999999985,0.0,1
udp,192.168.100.147,35930,8.8.8.8,53,2,172,CON,1526980663.961997,17679,0.007423999999999998,0.007423999999999998,0.0,0.007423999999999998,0.007423999999999998,0.007423999999999998,1,1,86,86,134.698273,0.0,0.0,0
udp,192.168.100.3,32097.0,192.33.4.12,53.0,2,1209,CON,1526899406.20353,278782,0.175851,0.175851,0.0,0.175851,0.175851,0.175851,1,1,70,1139,5.686632,0.0,0.0,0
tcp,192.168.100.55,8080,192.168.100.3,80,7508,7316360,CON,1528086922.869428,541,47.717442,4.7604809999999995,0.6946289999999999,47.604809,2.676622,4.997846,3755,3753,3774442,3541918,157.32193,78.67144,78.629532,0
udp,192.168.100.3,16719.0,184.85.248.65,53.0,2,333,CON,1526899761.793797,280288,0.217989,0.217989,0.0,0.217989,0.217989,0.217989,1,1,98,235,4.587388,0.0,0.0,0
tcp,192.168.100.150,49731,192.168.100.3,19514,2,120,RST,1526949252.687425,180486,0.039115,0.039115,0.0,0.039115,0.039115,0.039115,1,1,60,60,25.565639,0.0,0.0,1
tcp,192.168.100.150,5775.0,192.168.100.6,80.0,4,616,REQ,1528082858.578104,8274,58.922619,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.050914,0.050914,0.0,1
udp,192.168.100.7,38650,192.168.159.152,53,2,176,INT,1526982362.146493,35396,5.042381,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198319,0.198319,0.0,0
udp,192.168.100.7,58678,192.168.159.152,53,2,176,INT,1526879006.501857,73,5.047783,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198107,0.198107,0.0,0
tcp,192.168.100.148,8422.0,192.168.100.5,80.0,1,154,REQ,1528096874.140029,135733,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,1
tcp,192.168.100.150,29961.0,192.168.100.7,80.0,4,616,REQ,1528083673.6676474,75839,50.606911,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.059279999999999985,0.059279999999999985,0.0,1
udp,192.168.100.147,58433,192.168.100.6,80,5,300,INT,1528085635.556168,56239,18.950094,3.144535,2.2235840000000002,9.433605,0.0,4.737193,5,0,300,0,0.211081,0.211081,0.0,1
tcp,192.168.100.46,80.0,192.168.100.5,80.0,3146,2942735,CON,1528086704.125134,2132,42.018153999999996,4.363707,1.315489,39.273361,0.913057,4.999728,3146,0,2942735,0,74.848602,74.848602,0.0,0
udp,192.168.100.3,15137,205.251.196.236,53,2,419,CON,1526896160.897079,36122,0.009493999999999999,0.009493999999999999,0.0,0.009493999999999999,0.009493999999999999,0.009493999999999999,1,1,93,326,105.32968100000001,0.0,0.0,0
udp,192.168.100.7,55552,192.168.159.152,53,2,176,INT,1526877855.465787,26948,5.047894,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198102,0.198102,0.0,0
udp,192.168.100.148,34934,192.168.100.6,80,9,540,INT,1528100693.5033581,225055,41.69474,3.07343,1.59606,15.367147000000001,0.0,4.676726,9,0,540,0,0.191871,0.191871,0.0,1
tcp,192.168.100.150,29982.0,192.168.100.7,80.0,4,616,REQ,1528083673.66761,75786,50.606934,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.059279999999999985,0.059279999999999985,0.0,1
tcp,192.168.100.5,0,192.168.100.3,0,1195,850426,CON,1528086305.789814,5484,24.94511,4.969162,0.026611000000000003,24.84581,4.916084,4.985856,1195,0,850426,0,47.865093,47.865093,0.0,0
udp,192.168.100.148,5139.0,192.168.100.5,80.0,4,240,INT,1528100336.881778,60241,9.963736,3.389568,0.247164,6.7791369999999995,3.1424060000000003,3.6367309999999997,4,0,240,0,0.301092,0.301092,0.0,1
udp,192.168.100.3,2301,205.251.199.60,53,2,474,CON,1526352339.1679866,7639,0.353486,0.353486,0.0,0.353486,0.353486,0.353486,1,1,94,380,2.828966,0.0,0.0,0
udp,192.168.100.148,42040,192.168.217.2,53,2,172,INT,1526895834.987058,22532,2.4999990000000003,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.4,0.4,0.0,0
tcp,192.168.100.150,49731,192.168.100.3,61777,2,120,RST,1526949252.687424,180421,0.041911000000000004,0.041911000000000004,0.0,0.041911000000000004,0.041911000000000004,0.041911000000000004,1,1,60,60,23.860085,0.0,0.0,1
tcp,192.168.100.150,52585.0,192.168.100.3,80.0,6,548,RST,1528081967.075063,256296,27.551945,0.127472,0.038397,0.254945,0.089076,0.16586900000000002,4,2,428,120,0.181475,0.108885,0.036413,1
tcp,192.168.100.147,37453.0,192.168.100.6,80.0,4,522,RST,1528082192.459751,88072,38.841316,0.014768,0.020885,0.044302999999999995,0.0,0.044302999999999995,3,1,462,60,0.077237,0.051491999999999996,0.0,1
tcp,192.168.100.150,30074.0,192.168.100.7,80.0,4,616,REQ,1528083673.6872554,75896,50.626457,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.05925800000000001,0.05925800000000001,0.0,1
tcp,192.168.100.150,52590.0,192.168.100.3,80.0,6,548,RST,1528081967.075047,256253,27.552021000000003,0.12750899999999998,0.038366000000000004,0.25501799999999997,0.089143,0.165875,4,2,428,120,0.181475,0.108885,0.036413,1
udp,192.168.100.149,51193,224.0.0.251,5353,1,83,INT,1526345478.314261,14574,0.0,0.0,0.0,0.0,0.0,0.0,1,0,83,0,0.0,0.0,0.0,0
udp,192.168.100.150,44886,8.8.8.8,53,2,340,CON,1526895928.2483618,31508,0.21679099999999998,0.21679099999999998,0.0,0.21679099999999998,0.21679099999999998,0.21679099999999998,1,1,81,259,4.612737999999999,0.0,0.0,0
udp,192.168.100.46,80,192.168.100.5,80,83180,79805511,INT,1529381834.508612,3,1090.6560060000004,4.96663,0.324969,1087.692017,0.20988800000000002,4.9998510000000005,83180,0,79805511,0,76.265106,76.265106,0.0,0
tcp,192.168.100.3,58829,172.217.25.170,443,155,136716,FIN,1526951913.700078,4098,171.082581,0.059379999999999995,0.066052,0.237521,0.005790999999999999,0.171058,53,102,5109,131607,0.90015,0.30394699999999997,0.5903579999999999,0
udp,192.168.100.7,46926,192.168.159.152,53,2,176,INT,1526981925.3778286,14490,5.043769999999999,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.19826400000000002,0.19826400000000002,0.0,0
udp,192.168.100.149,47865,8.8.8.8,53,2,227,CON,1526876461.796483,17902,0.007726999999999999,0.007726999999999999,0.0,0.007726999999999999,0.007726999999999999,0.007726999999999999,1,1,76,151,129.416336,0.0,0.0,0
udp,192.168.100.149,10271.0,192.168.100.5,80.0,3,180,INT,1528100519.554793,11585,14.197503,2.241837,2.241837,4.483674,0.0,4.483674,3,0,180,0,0.14087,0.14087,0.0,1
udp,192.168.100.7,58544,192.168.159.152,53,2,176,INT,1526355485.086437,12324,5.040145,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198407,0.198407,0.0,0
udp,192.168.100.7,37489,192.168.159.152,53,2,172,INT,1526981518.415638,56140,5.047589,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.198114,0.198114,0.0,0
udp,192.168.100.6,50893.0,192.168.100.1,53.0,2,225,CON,1528090490.238368,15,0.000388,0.000388,0.0,0.000388,0.000388,0.000388,1,1,85,140,2577.31958,0.0,0.0,0
udp,192.168.100.7,52452,192.168.159.152,53,2,176,INT,1526354221.771431,15580,5.047889,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0
udp,192.168.100.149,1550,192.168.100.7,80,7,420,INT,1528086840.060681,135545,35.90945100000001,1.877545,2.300144,9.387725999999999,0.0,4.778976,7,0,420,0,0.16708699999999999,0.16708699999999999,0.0,1
udp,192.168.100.148,47913,192.168.100.7,80,10,600,INT,1528101468.4917052,251254,39.846237,1.2586870000000001,2.011203,8.810807,0.0,4.948283,10,0,600,0,0.22586799999999999,0.22586799999999999,0.0,1
udp,192.168.100.147,33718,192.168.217.2,53,2,172,INT,1526894596.0418868,28974,2.501054,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399831,0.399831,0.0,0
udp,192.168.100.7,59210,192.168.159.152,53,2,176,INT,1526963933.2912269,17875,5.043291,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198283,0.198283,0.0,0
tcp,192.168.100.147,18967.0,192.168.100.5,80.0,4,522,RST,1528096986.572506,87108,8.371815,4.185907,0.211009,8.371815,3.974901,4.396914,3,1,462,60,0.35834499999999997,0.23889699999999997,0.0,1
arp,192.168.100.149,0,192.168.100.1,0,2,120,CON,1526905495.335663,1134,5.600000000000001e-05,5.600000000000001e-05,0.0,5.600000000000001e-05,5.600000000000001e-05,5.600000000000001e-05,1,1,60,60,17857.142578,0.0,0.0,0
arp,192.168.100.150,0,192.168.100.1,0,2,120,CON,1528085912.930727,262170,0.012283,0.012283,0.0,0.012283,0.012283,0.012283,1,1,60,60,81.413338,0.0,0.0,0
tcp,192.168.100.3,41307,52.64.239.193,8883,14,5406,CON,1528100557.595065,59685,11.205089,1.200357,0.002489,3.601071,1.1976149999999999,1.203677,7,7,4944,462,1.160187,0.535471,0.535471,0
tcp,192.168.100.148,25641.0,192.168.100.3,80.0,8,1044,REQ,1528095979.656238,46310,21.935753,2.043717,2.089065,8.17487,0.0,4.699662,7,1,984,60,0.319114,0.27352600000000005,0.0,1
udp,192.168.100.7,39409,192.168.159.152,53,2,176,INT,1526963092.3461199,37166,5.046557,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198155,0.198155,0.0,0
udp,192.168.100.7,55653,192.168.159.152,53,2,176,INT,1526355621.777182,13624,5.046169,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.19817,0.19817,0.0,0
udp,192.168.100.147,26191,192.168.100.7,80,4,240,INT,1528101786.217753,154010,8.250141000000001,2.655311,0.298172,5.310621,2.357138,2.9534830000000003,4,0,240,0,0.36363,0.36363,0.0,1
udp,192.168.100.7,45957,192.168.159.152,53,2,172,INT,1526894704.359357,37970,5.047397,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.198122,0.198122,0.0,0
